flightid,originairportid,destairportid,carrier,dayofmonth,dayofweek,departuredelay,arrivaldelay
2286574,14908,13930,UA,20,5,54,27
2286579,14908,13930,UA,20,5,15,-10
2286737,14908,13930,UA,20,5,-1,-38
2286746,13930,14908,UA,20,5,67,57
2287021,13930,14908,UA,19,4,60,50
2287116,14908,13930,UA,19,4,61,51
2287152,13930,14307,UA,19,4,16,17
2287347,14307,13930,UA,18,3,2,69
2287598,13930,14908,UA,18,3,2,4
2287926,14908,13930,UA,18,3,-2,-13
2287930,14908,13930,UA,18,3,1,-12
2288137,13930,14908,UA,15,7,-10,-8
2288152,14307,13930,UA,15,7,-5,-3
2288255,13930,14908,UA,15,7,1,-13
2288256,13930,14307,UA,15,7,-3,-7
2288400,14307,13930,UA,15,7,-1,-14
2288875,14307,13930,UA,19,4,149,124
2289117,14908,13930,UA,17,2,0,-36
2289204,14908,13930,UA,17,2,-1,-23
2289283,13930,14908,UA,17,2,2,5
2289624,13930,14908,UA,16,1,0,-15
2289715,14908,13930,UA,16,1,-4,-5
2289756,13930,14307,UA,16,1,-6,-25
2289934,14307,13930,UA,16,1,-13,-21
2289959,13930,14908,UA,16,1,-4,-13
2290043,14908,13930,UA,15,7,-3,-2
2290081,13930,14908,UA,15,7,11,30
2290098,13930,14908,UA,15,7,4,-1
2290407,14908,13930,UA,14,6,-7,-6
2290440,13930,14307,UA,14,6,2,1
2290547,13930,14908,UA,18,3,-5,-12
2290604,14908,13930,UA,18,3,4,69
2290613,13930,14908,UA,18,3,-1,-1
2290875,13930,14908,UA,17,2,-5,-14
2290946,14908,13930,UA,17,2,-5,-11
2290979,13930,14307,UA,17,2,-1,-4
2291142,14307,13930,UA,17,2,-7,-31
2291167,13930,14908,UA,17,2,-6,-24
2291382,13930,14908,UA,17,2,0,2
2291489,14908,13930,UA,17,2,0,0
2291689,14908,13930,UA,14,6,1,0
2291734,13930,14908,UA,14,6,-4,-15
2292608,14908,13930,UA,16,1,5,7
2292613,14908,13930,UA,16,1,-1,-19
2292685,13930,14908,UA,16,1,17,36
2292771,14908,13930,UA,16,1,-2,-7
2292780,13930,14908,UA,16,1,-1,-9
2293132,13930,14908,UA,13,5,1,-15
2293481,14908,13930,UA,13,5,-4,-11
2293486,14908,13930,UA,13,5,1,-3
2293619,14908,13930,UA,15,7,14,-2
2293666,14908,13930,UA,15,7,-3,6
2293771,14908,13930,UA,12,4,-6,-2
2293808,13930,14307,UA,12,4,12,55
2293985,14307,13930,UA,12,4,58,90
2294009,13930,14908,UA,12,4,20,-3
2294254,13930,14908,UA,12,4,23,5
2294608,14908,13930,UA,12,4,-2,-21
2294614,14908,13930,UA,12,4,-4,15
2294669,14307,13930,UA,10,2,1,-11
2294694,13930,14908,UA,10,2,0,-13
2294906,13930,14908,UA,10,2,0,-10
2295017,14908,13930,UA,10,2,-7,-27
2295151,13930,14908,UA,13,5,1,-25
2295240,14908,13930,UA,13,5,-4,-3
2295278,13930,14307,UA,13,5,2,5
2295450,14307,13930,UA,13,5,0,-19
2295478,13930,14908,UA,13,5,-4,-13
2295718,14908,13930,UA,12,4,39,14
2295727,13930,14908,UA,12,4,100,84
2295978,13930,14908,UA,11,3,-4,-6
2296055,14908,13930,UA,11,3,-5,3
2296097,13930,14307,UA,11,3,69,86
2296257,14307,13930,UA,11,3,77,78
2296283,13930,14908,UA,11,3,-7,-19
2296518,13930,14908,UA,11,3,5,-3
2296615,13930,14908,UA,9,1,-4,-15
2296725,14908,13930,UA,10,2,0,-5
2296811,14908,13930,UA,10,2,-4,-18
2296890,13930,14908,UA,10,2,21,0
2297199,14908,13930,UA,9,1,-2,-13
2297204,14908,13930,UA,9,1,-1,-8
2297362,14908,13930,UA,9,1,1,-8
2297372,13930,14908,UA,9,1,1,-11
2297656,13930,14908,UA,8,7,-3,-27
2297669,14307,13930,UA,8,7,-9,-10
2297774,13930,14908,UA,8,7,-2,-13
2297775,13930,14307,UA,8,7,0,-9
2297916,14307,13930,UA,8,7,-8,16
2298202,13930,14908,UA,7,6,0,-25
2298530,14908,13930,UA,11,3,-1,-16
2298534,14908,13930,UA,11,3,-3,-18
2298679,14908,13930,UA,11,3,-3,-20
2298690,13930,14908,UA,11,3,23,17
2298948,13930,14908,UA,10,2,0,-26
2299019,14908,13930,UA,10,2,-13,-13
2299052,13930,14307,UA,10,2,1,0
2299557,14908,13930,UA,8,7,1,-6
2299593,14908,13930,UA,8,7,-4,-3
2299604,14908,13930,UA,8,7,-7,-18
2299713,13930,14908,UA,8,7,-5,-13
2299783,14908,13930,UA,9,1,1,3
2299823,13930,14307,UA,9,1,-5,-2
2300005,14307,13930,UA,9,1,-5,-12
2300032,13930,14908,UA,9,1,0,-17
2300265,13930,14908,UA,9,1,-2,-15
2300667,14908,13930,UA,6,5,-3,5
2300705,13930,14307,UA,6,5,-2,-5
2300875,14307,13930,UA,6,5,16,6
2300902,13930,14908,UA,6,5,-3,-21
2301158,13930,14908,UA,6,5,39,14
2301757,14908,13930,UA,7,6,16,45
2302125,13930,14908,UA,6,5,-5,-31
2302174,13930,14908,UA,5,4,0,-30
2302519,14908,13930,UA,5,4,0,-6
2302524,14908,13930,UA,5,4,-8,-13
2302690,14908,13930,UA,5,4,0,-8
2302698,13930,14908,UA,5,4,1,-20
2302842,13930,14908,UA,8,7,1,-12
2303156,14908,13930,UA,7,6,-3,-2
2303192,13930,14307,UA,7,6,26,10
2303195,14908,13930,UA,7,6,-1,-4
2303396,14908,13930,UA,6,5,100,100
2303675,13930,14908,UA,5,4,0,-25
2303768,14908,13930,UA,5,4,4,3
2303806,13930,14307,UA,5,4,-6,-18
2303980,14307,13930,UA,5,4,-12,-33
2304008,13930,14908,UA,5,4,-3,-22
2304542,13930,14908,UA,6,5,-1,-30
2304608,14908,13930,UA,6,5,81,79
2304613,14908,13930,UA,6,5,-6,4
2304779,14307,13930,UA,4,3,-8,-19
2304801,13930,14908,UA,4,3,-14,-38
2305037,13930,14908,UA,4,3,-2,-31
2305374,14908,13930,UA,4,3,5,5
2305378,14908,13930,UA,4,3,-2,23
2305530,14908,13930,UA,4,3,1,-10
2305539,13930,14908,UA,4,3,40,14
2305792,13930,14908,UA,2,1,17,-9
2306055,13930,14908,UA,4,3,-4,-28
2306133,14908,13930,UA,4,3,-3,0
2306174,13930,14307,UA,4,3,-4,-13
2306384,14908,13930,UA,3,2,-1,-11
2306392,14908,13930,UA,3,2,6,2
2306548,14908,13930,UA,3,2,3,-14
2306555,13930,14908,UA,3,2,-4,-35
2306830,13930,14908,UA,2,1,-7,-48
2306915,14908,13930,UA,2,1,0,16
2306958,13930,14307,UA,2,1,-5,43
2307104,14307,13930,UA,2,1,-1,-1
2307116,14307,13930,UA,2,1,45,36
2307138,13930,14908,UA,2,1,0,-22
2307194,14307,13930,UA,1,7,7,0
2307249,13930,14307,UA,1,7,12,7
2307504,13930,14908,UA,1,7,-2,-20
2308170,14908,13930,UA,2,1,-2,-2
2308266,14908,13930,UA,2,1,-7,-17
2308270,14908,13930,UA,2,1,-6,-6
2308402,13930,14908,UA,2,1,23,-2
2309940,14908,13930,UA,1,7,0,-11
2310043,13930,14908,UA,1,7,8,-13
2311315,14908,13930,UA,13,5,-6,-30
2311324,13930,14908,UA,13,5,-2,-20
2311597,13930,14908,UA,12,4,6,-9
2327869,10140,13930,MQ,1,2,-5,-6
2327870,10140,13930,MQ,2,3,-10,-22
2327871,10140,13930,MQ,3,4,-4,13
2327872,10140,13930,MQ,4,5,50,58
2327873,10140,13930,MQ,5,6,0,-9
2327874,10140,13930,MQ,6,7,10,16
2327875,10140,13930,MQ,7,1,28,21
2327876,10140,13930,MQ,8,2,-5,-15
2327877,10140,13930,MQ,9,3,7,-1
2327878,10140,13930,MQ,10,4,-3,-18
2327879,10140,13930,MQ,11,5,-3,-26
2327880,10140,13930,MQ,12,6,-7,-18
2327881,10140,13930,MQ,13,7,-2,-18
2327882,10140,13930,MQ,14,1,0,-15
2327883,10140,13930,MQ,15,2,42,16
2327884,10140,13930,MQ,16,3,-4,-17
2327885,10140,13930,MQ,17,4,11,11
2327886,10140,13930,MQ,18,5,22,13
2327887,10140,13930,MQ,19,6,-3,4
2327888,10140,13930,MQ,20,7,-7,-9
2327889,10140,13930,MQ,21,1,208,202
2327890,10140,13930,MQ,22,2,-6,-2
2327891,10140,13930,MQ,23,3,-3,-7
2327892,10140,13930,MQ,24,4,1,-3
2327893,10140,13930,MQ,25,5,-8,-12
2327894,10140,13930,MQ,26,6,30,27
2327895,10140,13930,MQ,27,7,0,-7
2327896,10140,13930,MQ,28,1,-8,-24
2327897,10140,13930,MQ,29,2,155,133
2327898,10140,13930,MQ,30,3,-1,-11
2327899,10140,13930,MQ,31,4,6,27
2331728,10140,13930,MQ,1,2,2,-2
2331729,10140,13930,MQ,2,3,5,-1
2331730,10140,13930,MQ,3,4,0,6
2331731,10140,13930,MQ,4,5,94,127
2331732,10140,13930,MQ,5,6,-4,-13
2331733,10140,13930,MQ,6,7,75,79
2331734,10140,13930,MQ,7,1,-2,5
2331735,10140,13930,MQ,8,2,13,12
2331736,10140,13930,MQ,9,3,3,-3
2331737,10140,13930,MQ,10,4,16,7
2331738,10140,13930,MQ,11,5,19,4
2331739,10140,13930,MQ,12,6,10,-1
2331740,10140,13930,MQ,13,7,4,-12
2331741,10140,13930,MQ,14,1,30,20
2331742,10140,13930,MQ,15,2,35,62
2331743,10140,13930,MQ,16,3,5,2
2331744,10140,13930,MQ,17,4,-1,-2
2331745,10140,13930,MQ,18,5,7,27
2331746,10140,13930,MQ,19,6,-9,-10
2331747,10140,13930,MQ,20,7,0,7
2331748,10140,13930,MQ,21,1,26,28
2331749,10140,13930,MQ,22,2,-6,-1
2331750,10140,13930,MQ,23,3,-7,-3
2331751,10140,13930,MQ,24,4,-2,12
2331752,10140,13930,MQ,25,5,19,24
2331753,10140,13930,MQ,26,6,-7,-4
2331754,10140,13930,MQ,27,7,-5,-2
2331755,10140,13930,MQ,28,1,13,37
2331756,10140,13930,MQ,29,2,30,20
2331757,10140,13930,MQ,30,3,56,77
2331758,10140,13930,MQ,31,4,41,53
2331759,13930,10140,MQ,1,2,-1,-6
2331760,13930,10140,MQ,2,3,13,13
2331761,13930,10140,MQ,3,4,-1,4
2331762,13930,10140,MQ,4,5,14,28
2331763,13930,10140,MQ,5,6,-4,1
2331764,13930,10140,MQ,6,7,102,80
2331765,13930,10140,MQ,7,1,0,-12
2331766,13930,10140,MQ,8,2,19,12
2331767,13930,10140,MQ,9,3,-3,-7
2331768,13930,10140,MQ,10,4,9,21
2331769,13930,10140,MQ,11,5,1,17
2331770,13930,10140,MQ,12,6,-4,15
2331771,13930,10140,MQ,13,7,-4,6
2331772,13930,10140,MQ,14,1,-1,15
2331773,13930,10140,MQ,15,2,-2,19
2331774,13930,10140,MQ,16,3,-1,12
2331775,13930,10140,MQ,17,4,0,1
2331776,13930,10140,MQ,18,5,0,15
2331777,13930,10140,MQ,19,6,-3,-10
2331778,13930,10140,MQ,20,7,9,7
2331779,13930,10140,MQ,21,1,18,9
2331780,13930,10140,MQ,22,2,-2,-14
2331781,13930,10140,MQ,23,3,-1,-8
2331782,13930,10140,MQ,24,4,5,-8
2331783,13930,10140,MQ,25,5,-5,19
2331784,13930,10140,MQ,26,6,-3,-15
2331785,13930,10140,MQ,27,7,-1,-5
2331786,13930,10140,MQ,28,1,-2,23
2331787,13930,10140,MQ,29,2,5,32
2331788,13930,10140,MQ,30,3,-3,49
2331789,13930,10140,MQ,31,4,52,45
2355547,13930,14908,UA,31,4,-1,-22
2355640,14908,13930,UA,31,4,-2,-11
2355718,14908,13930,UA,31,4,11,26
2356667,14908,13930,UA,31,4,0,7
2356886,13930,14908,UA,31,4,0,-11
2356918,13930,14908,UA,31,4,17,-9
2357346,13930,14908,UA,30,3,9,33
2357655,13930,14908,UA,30,3,14,26
2357759,14908,13930,UA,30,3,-6,-31
2357766,13930,14908,UA,30,3,4,22
2357835,14908,13930,UA,30,3,56,38
2358121,14908,13930,UA,27,7,-3,-6
2358129,13930,14908,UA,27,7,24,25
2358195,13930,14307,UA,27,7,-5,-27
2358281,14307,13930,UA,27,7,-14,-9
2358682,13930,14908,UA,28,1,3,48
2358989,13930,14908,UA,28,1,10,44
2359098,14908,13930,UA,28,1,-6,-43
2359107,13930,14908,UA,28,1,86,96
2359176,14908,13930,UA,28,1,93,58
2359698,14908,13930,UA,26,6,3,-2
2359822,14908,13930,UA,29,2,5,-23
2359829,13930,14908,UA,29,2,-3,3
2359831,13930,14307,UA,29,2,-6,-26
2359987,14307,13930,UA,29,2,-10,-4
2360029,14908,13930,UA,29,2,0,-22
2360248,13930,14908,UA,29,2,-1,17
2360556,13930,14908,UA,29,2,18,28
2360574,13930,14908,UA,27,7,-3,-2
2360612,13930,14908,UA,27,7,-1,7
2360626,14908,13930,UA,27,7,-4,-15
2360663,13930,14908,UA,27,7,2,9
2360913,13930,14908,UA,26,6,-3,-4
2361006,13930,14908,UA,26,6,-1,-19
2361027,14908,13930,UA,26,6,0,0
2361216,14908,13930,UA,26,6,-15,-12
2361313,14908,13930,UA,30,3,-5,-16
2361538,14908,13930,UA,30,3,-2,0
2361544,13930,14908,UA,30,3,13,6
2361545,13930,14307,UA,30,3,-8,-20
2361699,14307,13930,UA,30,3,-13,-4
2361778,14908,13930,UA,29,2,-4,-43
2361787,13930,14908,UA,29,2,1,28
2361858,14908,13930,UA,29,2,26,-6
2362282,14908,13930,UA,28,1,17,1
2362293,13930,14908,UA,28,1,-5,24
2362295,13930,14307,UA,28,1,21,10
2362461,14307,13930,UA,28,1,3,7
2362502,14908,13930,UA,28,1,-1,-25
2362808,14908,13930,UA,24,4,16,12
2362819,13930,14908,UA,24,4,-10,-11
2362821,13930,14307,UA,24,4,-6,-15
2363504,14908,13930,UA,27,7,-4,-16
2363718,13930,14908,UA,25,5,13,1
2364012,13930,14908,UA,25,5,0,-4
2364118,14908,13930,UA,25,5,0,-9
2364127,13930,14908,UA,25,5,-5,-9
2364195,14908,13930,UA,25,5,-10,-18
2364732,14908,13930,UA,24,4,6,-11
2364742,13930,14908,UA,24,4,1,-1
2364815,14908,13930,UA,24,4,5,-7
2365016,14908,13930,UA,23,3,-9,-5
2365241,14908,13930,UA,23,3,-9,-23
2365248,13930,14908,UA,23,3,-6,-11
2365249,13930,14307,UA,23,3,28,9
2365405,14307,13930,UA,23,3,0,-8
2366330,14908,13930,UA,22,2,-9,-29
2366337,13930,14908,UA,22,2,-1,-11
2366339,13930,14307,UA,22,2,-4,-24
2366494,14307,13930,UA,22,2,-10,-17
2366534,14908,13930,UA,22,2,-3,8
2366753,13930,14908,UA,22,2,0,-14
2367068,13930,14908,UA,22,2,24,8
2367157,14908,13930,UA,22,2,3,1
2367165,13930,14908,UA,22,2,9,-5
2367232,14908,13930,UA,22,2,6,3
2367486,13930,10140,MQ,1,2,0,6
2367487,13930,10140,MQ,2,3,0,10
2367488,13930,10140,MQ,3,4,23,101
2367489,13930,10140,MQ,4,5,8,29
2367490,13930,10140,MQ,5,6,70,73
2367491,13930,10140,MQ,6,7,34,31
2367492,13930,10140,MQ,7,1,17,20
2367493,13930,10140,MQ,8,2,-2,0
2367494,13930,10140,MQ,9,3,-1,5
2367495,13930,10140,MQ,10,4,-1,29
2367496,13930,10140,MQ,11,5,6,25
2367497,13930,10140,MQ,12,6,-2,3
2367498,13930,10140,MQ,13,7,0,20
2367499,13930,10140,MQ,14,1,75,98
2367500,13930,10140,MQ,15,2,4,25
2367501,13930,10140,MQ,16,3,1,20
2367502,13930,10140,MQ,17,4,47,58
2367503,13930,10140,MQ,18,5,20,27
2367504,13930,10140,MQ,19,6,-4,6
2367505,13930,10140,MQ,20,7,143,163
2367506,13930,10140,MQ,21,1,10,11
2367507,13930,10140,MQ,22,2,-2,-1
2367508,13930,10140,MQ,23,3,-3,-3
2367509,13930,10140,MQ,24,4,1,12
2367510,13930,10140,MQ,25,5,94,93
2367511,13930,10140,MQ,26,6,-1,-4
2367512,13930,10140,MQ,27,7,30,49
2367513,13930,10140,MQ,28,1,36,59
2367514,13930,10140,MQ,29,2,19,43
2367515,13930,10140,MQ,30,3,8,62
2367516,13930,10140,MQ,31,4,52,49
2367650,13930,14908,UA,23,3,-1,-3
2367959,13930,14908,UA,23,3,61,55
2368060,14908,13930,UA,23,3,-2,-30
2368069,13930,14908,UA,23,3,9,-7
2368137,14908,13930,UA,23,3,42,22
2368579,14307,13930,UA,20,7,0,-2
2369263,14908,13930,UA,20,7,1,-15
2369291,13930,14908,UA,20,7,-4,-18
2369327,13930,14908,UA,20,7,2,-6
2369341,14908,13930,UA,20,7,-4,-12
2369379,13930,14908,UA,20,7,6,-4
2369930,14908,13930,UA,18,5,-13,-12
2369940,13930,14908,UA,18,5,0,-14
2369942,13930,14307,UA,18,5,-9,-28
2370111,14307,13930,UA,18,5,-7,1
2370151,14908,13930,UA,18,5,-3,4
2370318,13930,14908,UA,21,1,8,-3
2370431,14908,13930,UA,21,1,61,35
2370441,13930,14908,UA,21,1,5,-3
2370510,14908,13930,UA,21,1,2,-4
2370939,14908,13930,UA,20,7,-12,2
2370949,13930,14908,UA,20,7,19,9
2371014,13930,14307,UA,20,7,-5,-25
2371338,13930,14908,UA,18,5,17,10
2371441,14908,13930,UA,18,5,-4,-24
2371450,13930,14908,UA,18,5,5,8
2371520,14908,13930,UA,18,5,10,5
2371783,14908,13930,UA,21,1,-11,-12
2371794,13930,14908,UA,21,1,-5,-6
2371796,13930,14307,UA,21,1,0,-23
2371964,14307,13930,UA,21,1,-8,-11
2372007,14908,13930,UA,21,1,0,15
2372273,13930,14908,UA,21,1,12,-2
2372505,13930,14908,UA,19,6,-6,-20
2372597,13930,14908,UA,19,6,56,23
2372618,14908,13930,UA,19,6,-5,-3
2372806,14908,13930,UA,19,6,-5,-8
2373274,14908,13930,UA,19,6,2,-4
2373549,13930,14908,UA,18,5,7,-6
2373692,14307,13930,UA,17,4,-3,-9
2373732,14908,13930,UA,17,4,-4,-9
2374003,13930,14908,UA,17,4,57,45
2374319,13930,14908,UA,17,4,-1,-11
2374427,14908,13930,UA,17,4,-9,-27
2374437,13930,14908,UA,17,4,4,9
2374508,14908,13930,UA,17,4,20,7
2374549,14908,13930,UA,15,2,0,-17
2374768,13930,14908,UA,15,2,15,39
2375091,14908,13930,UA,17,4,2,-6
2375102,13930,14908,UA,17,4,-6,3
2375104,13930,14307,UA,17,4,-4,-15
2375326,13930,14908,UA,16,3,109,96
2375427,14908,13930,UA,16,3,-1,-33
2375436,13930,14908,UA,16,3,7,1
2375506,14908,13930,UA,16,3,46,12
2375918,14908,13930,UA,15,2,17,6
2375925,13930,14908,UA,15,2,-4,-4
2375927,13930,14307,UA,15,2,-1,16
2376081,14307,13930,UA,15,2,98,118
2376289,14908,13930,UA,14,1,118,95
2376300,13930,14908,UA,14,1,24,25
2376302,13930,14307,UA,14,1,61,39
2376623,14908,13930,UA,16,3,9,-8
2376845,14908,13930,UA,16,3,29,11
2376852,13930,14908,UA,16,3,5,-8
2376853,13930,14307,UA,16,3,-7,-16
2377009,14307,13930,UA,16,3,-7,-8
2377277,13930,14908,UA,16,3,51,37
2377422,13930,14908,UA,14,1,3,10
2377538,14908,13930,UA,14,1,0,-36
2377548,13930,14908,UA,14,1,0,0
2377615,14908,13930,UA,14,1,0,0
2378214,13930,14908,UA,15,2,9,11
2378302,14908,13930,UA,15,2,-7,-42
2378310,13930,14908,UA,15,2,3,15
2378378,14908,13930,UA,15,2,74,34
2379136,14908,13930,UA,13,7,-3,-32
2379164,13930,14908,UA,13,7,3,-5
2379203,13930,14908,UA,13,7,-2,0
2379216,14908,13930,UA,13,7,43,10
2379258,13930,14908,UA,13,7,1,15
2379504,13930,14908,UA,12,6,-2,14
2379709,14307,13930,UA,24,4,-9,-21
2379749,14908,13930,UA,24,4,-3,5
2380016,13930,14908,UA,24,4,3,-6
2380326,13930,14908,UA,24,4,-1,-13
2380385,13930,14908,UA,12,6,-1,9
2380406,14908,13930,UA,12,6,-2,-15
2380595,14908,13930,UA,12,6,-4,11
2381062,14908,13930,UA,12,6,-1,3
2381461,14908,13930,UA,11,5,-5,-16
2381472,13930,14908,UA,11,5,-1,5
2381474,13930,14307,UA,11,5,-3,-10
2381648,14307,13930,UA,11,5,-7,-27
2381687,14908,13930,UA,11,5,11,-11
2381961,13930,14908,UA,11,5,11,8
2382376,14908,13930,UA,9,3,64,43
2382385,13930,14908,UA,9,3,-3,3
2382386,13930,14307,UA,9,3,0,3
2382541,14307,13930,UA,9,3,1,-18
2382770,13930,14908,UA,11,5,-2,-10
2382875,14908,13930,UA,11,5,-2,-35
2382885,13930,14908,UA,11,5,-3,-7
2382955,14908,13930,UA,11,5,4,-22
2383395,14908,13930,UA,10,4,-5,-13
2383406,13930,14908,UA,10,4,9,8
2383408,13930,14307,UA,10,4,18,17
2383574,14307,13930,UA,10,4,12,-14
2383615,14908,13930,UA,10,4,-3,-18
2383733,14908,13930,UA,9,3,1,-29
2383742,13930,14908,UA,9,3,-7,9
2383810,14908,13930,UA,9,3,9,-19
2384224,14908,13930,UA,8,2,-7,13
2384231,13930,14908,UA,8,2,-3,-4
2384233,13930,14307,UA,8,2,10,10
2384665,13930,14908,UA,10,4,101,107
2384984,13930,14908,UA,10,4,2,21
2385091,14908,13930,UA,10,4,-3,-24
2385100,13930,14908,UA,10,4,10,14
2385173,14908,13930,UA,10,4,16,-17
2385368,14908,13930,UA,9,3,-2,-16
2385428,13930,14908,UA,8,2,-1,-7
2385743,13930,14908,UA,8,2,1,1
2385834,14908,13930,UA,8,2,46,29
2385939,13930,14908,UA,9,3,1,-4
2386247,13930,14908,UA,9,3,116,114
2386263,13930,14908,UA,7,1,17,14
2386265,13930,14307,UA,7,1,56,49
2386433,14307,13930,UA,7,1,45,37
2386477,14908,13930,UA,7,1,-6,0
2386744,13930,14908,UA,7,1,2,-18
2387047,13930,14908,UA,7,1,11,2
2387160,14908,13930,UA,7,1,-1,-20
2387170,13930,14908,UA,7,1,1,2
2387274,14908,13930,UA,4,5,12,18
2387285,13930,14908,UA,4,5,1,25
2387287,13930,14307,UA,4,5,-6,-17
2387413,13930,14908,UA,8,2,-7,1
2387480,14908,13930,UA,8,2,2,-15
2387907,14908,13930,UA,7,1,1,-7
2387963,14908,13930,UA,5,6,-6,-2
2388429,14908,13930,UA,5,6,-1,16
2388933,14908,13930,UA,4,5,8,1
2388987,14908,13930,UA,13,7,-7,-36
2388995,13930,14908,UA,13,7,-2,12
2389058,13930,14307,UA,13,7,-4,-14
2389145,14307,13930,UA,13,7,-7,-12
2389634,14908,13930,UA,6,7,7,-8
2389661,13930,14908,UA,6,7,3,-20
2389700,13930,14908,UA,6,7,-2,-24
2389713,14908,13930,UA,6,7,-4,4
2389750,13930,14908,UA,6,7,25,-1
2390010,13930,14908,UA,5,6,-4,-11
2390103,13930,14908,UA,5,6,60,21
2390121,14908,13930,UA,5,6,-1,26
2390301,13930,14908,UA,3,4,66,78
2390655,14307,13930,UA,8,2,3,-3
2390695,14908,13930,UA,8,2,0,3
2390893,14908,13930,UA,7,1,4,-6
2391319,14908,13930,UA,6,7,0,3
2391327,13930,14908,UA,6,7,2,-17
2391387,13930,14307,UA,6,7,-1,-11
2391476,14307,13930,UA,6,7,-10,-19
2391827,14908,13930,UA,2,3,41,15
2391834,13930,14908,UA,2,3,10,2
2391836,13930,14307,UA,2,3,-5,-20
2391998,14307,13930,UA,2,3,-8,-22
2392514,14908,13930,UA,3,4,10,17
2392525,13930,14908,UA,3,4,-1,36
2392527,13930,14307,UA,3,4,-3,-14
2392692,14307,13930,UA,3,4,60,99
2392734,14908,13930,UA,3,4,13,11
2393352,14908,13930,UA,1,2,17,7
2393359,13930,14908,UA,1,2,9,-4
2393361,13930,14307,UA,1,2,-6,-11
2393514,14307,13930,UA,1,2,1,-19
2393554,14908,13930,UA,1,2,-9,8
2393722,14307,13930,UA,4,5,-11,-24
2393766,14908,13930,UA,4,5,0,-1
2394031,13930,14908,UA,4,5,-2,0
2394322,13930,14908,UA,4,5,1,17
2394429,14908,13930,UA,4,5,-2,-30
2394438,13930,14908,UA,4,5,-3,6
2394614,13930,14908,UA,1,2,1,-7
2394704,14908,13930,UA,1,2,-4,-15
2394711,13930,14908,UA,1,2,-4,-1
2394783,14908,13930,UA,1,2,1,-5
2395402,13930,14908,UA,2,3,6,-5
2395716,13930,14908,UA,2,3,6,-1
2395813,14908,13930,UA,2,3,-7,-41
2395822,13930,14908,UA,2,3,-5,-2
2395894,14908,13930,UA,2,3,4,-3
2398372,13930,14908,UA,1,2,-1,-6
2425078,14908,13930,UA,25,5,-8,-15
2425089,13930,14908,UA,25,5,-1,5
2425091,13930,14307,UA,25,5,-3,-10
2425262,14307,13930,UA,25,5,-17,-19
2425302,14908,13930,UA,25,5,-6,-1
2433755,10140,11259,WN,1,2,-4,-5
2433756,10140,11259,WN,1,2,8,7
2433757,10140,11259,WN,1,2,-3,-8
2433758,10140,11259,WN,1,2,0,-3
2433759,10140,11259,WN,1,2,-5,-4
2433760,10140,11259,WN,1,2,2,-2
2433761,10140,11259,WN,1,2,-3,3
2433762,10140,11259,WN,1,2,11,11
2434652,11259,10140,WN,1,2,-4,-12
2434653,11259,10140,WN,1,2,5,-12
2434654,11259,10140,WN,1,2,7,-2
2434655,11259,10140,WN,1,2,-2,-13
2434656,11259,10140,WN,1,2,4,2
2434657,11259,10140,WN,1,2,6,3
2434658,11259,10140,WN,1,2,0,-3
2434659,11259,10140,WN,1,2,-3,-7
2436364,11259,10140,WN,2,3,0,-4
2436365,11259,10140,WN,2,3,-3,-7
2436366,11259,10140,WN,2,3,1,-2
2436367,11259,10140,WN,2,3,5,-3
2436368,11259,10140,WN,2,3,22,22
2436369,11259,10140,WN,2,3,15,15
2436370,11259,10140,WN,2,3,54,51
2436371,11259,10140,WN,2,3,-4,-10
2437555,10140,11259,WN,2,3,-1,-5
2437556,10140,11259,WN,2,3,19,15
2437557,10140,11259,WN,2,3,-5,-13
2437558,10140,11259,WN,2,3,2,1
2437559,10140,11259,WN,2,3,-3,-6
2437560,10140,11259,WN,2,3,-1,-9
2437561,10140,11259,WN,2,3,-3,-2
2437562,10140,11259,WN,2,3,0,-5
2439839,14307,13930,UA,14,1,41,23
2439881,14908,13930,UA,14,1,0,-20
2440154,13930,14908,UA,14,1,34,44
2441836,11259,10140,WN,3,4,0,0
2441837,11259,10140,WN,3,4,10,1
2441838,11259,10140,WN,3,4,0,-7
2441839,11259,10140,WN,3,4,9,4
2441840,11259,10140,WN,3,4,20,13
2441841,11259,10140,WN,3,4,2,3
2441842,11259,10140,WN,3,4,26,25
2441843,11259,10140,WN,3,4,1,0
2442296,10140,11259,WN,4,5,66,66
2442297,10140,11259,WN,4,5,11,13
2442298,10140,11259,WN,4,5,5,5
2442299,10140,11259,WN,4,5,8,9
2442300,10140,11259,WN,4,5,10,13
2442301,10140,11259,WN,4,5,-3,-3
2442302,10140,11259,WN,4,5,-5,-7
2443767,10140,11259,WN,5,6,12,23
2443768,10140,11259,WN,5,6,38,35
2443769,10140,11259,WN,5,6,-4,-12
2443770,10140,11259,WN,5,6,-3,-2
2444096,11259,10140,WN,4,5,2,0
2444097,11259,10140,WN,4,5,4,-7
2444098,11259,10140,WN,4,5,9,5
2444099,11259,10140,WN,4,5,3,-1
2444100,11259,10140,WN,4,5,86,85
2444101,11259,10140,WN,4,5,15,13
2444102,11259,10140,WN,4,5,45,48
2444103,11259,10140,WN,4,5,0,-4
2448395,13930,14908,UA,3,4,8,15
2448501,14908,13930,UA,3,4,34,36
2448510,13930,14908,UA,3,4,-3,38
2448581,14908,13930,UA,3,4,94,75
